0,1,2,3,4,5,6,7,8,9
0.772866256550467,0.8386147186147186,0.6492206016408386,0.7978252449305081,0.6156785469499658,0.6388001391143057,0.5674419684308263,0.5371007428040855,0.5054112959925006,0.7421118012422361
0.951429710640237,0.8799589883800409,0.6869564721969007,0.849252677147414,0.7793317340644277,0.6377312775330397,0.55866643454039,0.5924222376973074,0.4378638387625967,0.6304681389463997
0.8987878787878788,0.7258283956244302,0.7745430720145852,0.7292333105491,0.49028786840301575,0.662455367493624,0.582480269266481,0.4066826810405436,0.41559760956175285,0.6138060731538992
0.8478377762588288,0.7803327256153145,0.6377210574293528,0.6390464798359534,0.778765135937857,0.7336575469510782,0.5695032497678738,0.38552964612139684,0.3707065854230136,0.6299505406027146
0.9236272499430394,0.8035961713764813,0.7546855775803145,0.6983002961950331,0.46263879369431105,0.7713621609088801,0.676120009285051,0.4062948207171314,0.5118334483551875,0.5427582240625719
0.8931590339485076,0.7217946672743847,0.9256812485759854,0.875619731146047,0.6205768791409643,0.7158230929747276,0.6501497214484679,0.4134426997890791,0.5187025534851623,0.5418932597193467
0.9569810890863523,0.6990576572470373,0.8959398496240601,0.6572686771761481,0.6933538953621202,0.6455042893577556,0.7205559424326834,0.4157300210921022,0.5108672647803083,0.6121565714285714
0.9333526999316473,0.7492616226071103,0.9481784005468216,0.8266620973269363,0.6869671007539411,0.6830257361465337,0.7069022748375116,0.4808483712209983,0.5651127214170693,0.6697142857142857
0.930561631351105,0.792464676390155,0.8624447482342219,0.7044162668494401,0.6311731973104567,0.6510850915835846,0.6735515320334262,0.5749144598078275,0.576328502415459,0.6096822857142858
0.9150068352699932,0.7387625341841386,0.8327853725222147,0.8478192826136624,0.6071214931602132,0.5951878043125435,0.6091005106778087,0.602736114366065,0.6514113181504486,0.6043485714285713
0.8386147186147186,0.6492206016408386,0.7978252449305081,0.6156785469499658,0.6388001391143057,0.5674419684308263,0.5371007428040855,0.5054112959925006,0.7421118012422361,0.6160582857142858
0.8799589883800409,0.6869564721969007,0.849252677147414,0.7793317340644277,0.6377312775330397,0.55866643454039,0.5924222376973074,0.4378638387625967,0.6304681389463997,0.6770594285714286
