0,1,2,3,4,5,6,7,8,9
0.5672248803827753,0.39923103212576894,0.6858830902461257,0.5143540669856459,0.4237799862919809,0.5296046835149548,0.5561397400185701,0.48922934076137414,0.6234415280056245,0.6728065332413159
0.5564524948735475,0.5127830940988836,0.47362123974475845,0.6905889724310776,0.45839273474982867,0.5125330396475771,0.5696262766945218,0.44410747446610954,0.4729681274900398,0.6835265700483093
0.5375244930508088,0.5500022789425706,0.5280446672743846,0.6485258601048075,0.6064222069910898,0.5233028054718294,0.5791898792943362,0.5203937192406844,0.4289746894773845,0.7117713365539453
0.4744303941672363,0.5470373746581587,0.5463365998176847,0.37428229665071766,0.644351153758282,0.5775202875028982,0.6060642989786443,0.5045207405671432,0.4672041246777595,0.607032436162871
0.3796958304853041,0.6066841385597084,0.38784005468216,0.29642857142857126,0.721519305460361,0.6477648968235568,0.5634018105849583,0.4652964612139676,0.5430147227973315,0.6020404876926616
0.593792435634541,0.5974441659070192,0.44362269309637736,0.3408225108225108,0.7018471555860178,0.6475399953628564,0.6525324976787373,0.4837790016404969,0.5470623418449505,0.6537635150678629
0.5961938938254727,0.5639813126709206,0.7468045112781955,0.4965638565227325,0.586995659127256,0.6058787386969626,0.6562383936861653,0.6232645887040076,0.5065942028985508,0.6756617142857143
0.5781214399635451,0.6634765268915224,0.6857473228525861,0.46482636509024444,0.6636074937171579,0.5758393229770462,0.6203574744661096,0.6140602296695572,0.540501495284104,0.7196914285714286
0.6069833675096834,0.6452768915223337,0.5593620414673045,0.4185777930089103,0.5788117319731045,0.5597577092511012,0.6173537604456825,0.5942524021560815,0.6643719806763285,0.6430514285714286
0.5037878787878787,0.724179580674567,0.5500558213716109,0.39297692483436153,0.5561882680268955,0.5971956874565267,0.5322284122562674,0.6456187016639325,0.6628318380492293,0.5908285714285715
0.39923103212576894,0.6858830902461257,0.5143540669856459,0.4237799862919809,0.5296046835149548,0.5561397400185701,0.48922934076137414,0.6234415280056245,0.6728065332413159,0.6580285714285714
0.5127830940988836,0.47362123974475845,0.6905889724310776,0.45839273474982867,0.5125330396475771,0.5696262766945218,0.44410747446610954,0.4729681274900398,0.6835265700483093,0.648208
