OBJECTID,YEAR_,left,top,right,bottom,newID
33550,"2000",-116.401341237409795,32.755423716625806,-116.301341237409801,32.655423716625805,"4477"
33550,"2000",-116.401341237409795,32.655423716625805,-116.301341237409801,32.555423716625803,"4505"
33551,"2000",-121.501341237409804,37.755423716625806,-121.401341237409810,37.655423716625805,"1840"
33783,"2000",-120.601341237409798,34.855423716625808,-120.501341237409804,34.755423716625806,"3462"
33783,"2000",-120.501341237409804,34.855423716625808,-120.401341237409810,34.755423716625806,"3463"
33783,"2000",-120.501341237409804,34.755423716625806,-120.401341237409810,34.655423716625805,"3525"
33784,"2000",-120.701341237409807,34.855423716625808,-120.601341237409812,34.755423716625806,"3461"
33784,"2000",-120.601341237409798,34.855423716625808,-120.501341237409804,34.755423716625806,"3462"
33785,"2000",-120.601341237409798,34.855423716625808,-120.501341237409804,34.755423716625806,"3462"
33786,"2000",-120.701341237409807,34.655423716625805,-120.601341237409812,34.555423716625803,"3586"
34322,"2000",-122.601341237409798,38.055423716625810,-122.501341237409804,37.955423716625809,"1692"
34358,"2000",-118.401341237409795,34.355423716625808,-118.301341237409801,34.255423716625806,"3792"
34359,"2000",-118.801341237409801,34.255423716625806,-118.701341237409807,34.155423716625805,"3841"
34359,"2000",-118.701341237409792,34.255423716625806,-118.601341237409798,34.155423716625805,"3842"
34360,"2000",-118.401341237409795,34.555423716625810,-118.301341237409801,34.455423716625809,"3673"
34361,"2000",-120.901341237409795,36.955423716625809,-120.801341237409801,36.855423716625808,"2242"
34362,"2000",-117.101341237409798,32.955423716625809,-117.001341237409804,32.855423716625808,"4405"
34363,"2000",-121.001341237409804,39.055423716625810,-120.901341237409810,38.955423716625809,"1299"
34363,"2000",-121.001341237409804,38.955423716625809,-120.901341237409810,38.855423716625808,"1338"
34364,"2000",-121.101341237409798,38.955423716625809,-121.001341237409804,38.855423716625808,"1337"
34365,"2000",-117.601341237409798,33.555423716625810,-117.501341237409804,33.455423716625809,"4189"
34366,"2000",-117.801341237409801,33.855423716625808,-117.701341237409807,33.755423716625806,"4068"
34367,"2000",-117.201341237409792,33.955423716625809,-117.101341237409798,33.855423716625808,"4032"
34368,"2000",-117.101341237409798,33.555423716625810,-117.001341237409804,33.455423716625809,"4194"
34368,"2000",-117.101341237409798,33.455423716625809,-117.001341237409804,33.355423716625808,"4235"
34368,"2000",-117.001341237409804,33.455423716625809,-116.901341237409810,33.355423716625808,"4236"
34369,"2000",-117.001341237409804,34.055423716625810,-116.901341237409810,33.955423716625809,"3985"
34370,"2000",-120.501341237409804,35.655423716625805,-120.401341237409810,35.555423716625803,"2979"
34371,"2000",-120.701341237409807,35.555423716625810,-120.601341237409812,35.455423716625809,"3036"
34372,"2000",-120.801341237409801,35.355423716625808,-120.701341237409807,35.255423716625806,"3154"
34373,"2000",-121.001341237409804,35.655423716625805,-120.901341237409810,35.555423716625803,"2974"
34374,"2000",-120.901341237409795,35.255423716625806,-120.801341237409801,35.155423716625805,"3214"
34678,"2000",-120.101341237409798,34.655423716625805,-120.001341237409804,34.555423716625803,"3592"
34679,"2000",-120.201341237409792,34.555423716625810,-120.101341237409798,34.455423716625809,"3655"
34680,"2000",-120.001341237409804,34.655423716625805,-119.901341237409810,34.555423716625803,"3593"
34681,"2000",-120.501341237409804,34.755423716625806,-120.401341237409810,34.655423716625805,"3525"
34682,"2000",-120.201341237409792,34.555423716625810,-120.101341237409798,34.455423716625809,"3655"
34684,"2000",-120.401341237409795,34.855423716625808,-120.301341237409801,34.755423716625806,"3464"
34721,"2000",-122.401341237409795,40.755423716625806,-122.301341237409801,40.655423716625805,"583"
34723,"2000",-121.201341237409807,37.155423716625805,-121.101341237409812,37.055423716625803,"2137"
34723,"2000",-121.101341237409798,37.155423716625805,-121.001341237409804,37.055423716625803,"2138"
34943,"2000",-119.701341237409792,38.855423716625808,-119.601341237409798,38.755423716625806,"1391"
34950,"2000",-120.801341237409801,40.455423716625809,-120.701341237409807,40.355423716625808,"734"
35328,"2000",-119.101341237409798,36.755423716625806,-119.001341237409804,36.655423716625805,"2364"
35519,"2000",-120.001341237409804,35.355423716625808,-119.901341237409810,35.255423716625806,"3162"
35520,"2000",-118.401341237409795,35.455423716625809,-118.301341237409801,35.355423716625808,"3118"
35534,"2000",-119.701341237409792,36.955423716625809,-119.601341237409798,36.855423716625808,"2254"
35535,"2000",-119.601341237409798,36.955423716625809,-119.501341237409804,36.855423716625808,"2255"
35536,"2000",-120.301341237409801,37.755423716625806,-120.201341237409807,37.655423716625805,"1852"
35537,"2000",-120.301341237409801,37.755423716625806,-120.201341237409807,37.655423716625805,"1852"
35537,"2000",-120.301341237409801,37.655423716625805,-120.201341237409807,37.555423716625803,"1901"
35537,"2000",-120.201341237409792,37.655423716625805,-120.101341237409798,37.555423716625803,"1902"
35538,"2000",-119.801341237409801,37.055423716625810,-119.701341237409807,36.955423716625809,"2202"
35617,"2000",-120.601341237409798,34.755423716625806,-120.501341237409804,34.655423716625805,"3524"
35617,"2000",-120.501341237409804,34.755423716625806,-120.401341237409810,34.655423716625805,"3525"
35618,"2000",-120.701341237409807,34.655423716625805,-120.601341237409812,34.555423716625803,"3586"
35619,"2000",-120.601341237409798,34.655423716625805,-120.501341237409804,34.555423716625803,"3587"
35863,"2000",-122.501341237409804,41.855423716625808,-122.401341237409810,41.755423716625806,"109"
35864,"2000",-122.501341237409804,41.855423716625808,-122.401341237409810,41.755423716625806,"109"
35865,"2000",-122.501341237409804,41.555423716625810,-122.401341237409810,41.455423716625809,"237"
35866,"2000",-122.701341237409807,41.855423716625808,-122.601341237409812,41.755423716625806,"107"
35867,"2000",-122.601341237409798,41.855423716625808,-122.501341237409804,41.755423716625806,"108"
35868,"2000",-122.701341237409807,41.855423716625808,-122.601341237409812,41.755423716625806,"107"
35869,"2000",-121.501341237409804,41.255423716625806,-121.401341237409810,41.155423716625805,"376"
35870,"2000",-123.501341237409804,41.455423716625809,-123.401341237409810,41.355423716625808,"270"
35871,"2000",-123.401341237409810,40.355423716625808,-123.301341237409801,40.255423716625806,"753"
35872,"2000",-122.401341237409795,40.055423716625810,-122.301341237409801,39.955423716625809,"892"
35873,"2000",-122.401341237409795,40.055423716625810,-122.301341237409801,39.955423716625809,"892"
35873,"2000",-122.301341237409801,40.055423716625810,-122.201341237409807,39.955423716625809,"893"
35874,"2000",-118.301341237409801,36.155423716625805,-118.201341237409807,36.055423716625803,"2708"
35874,"2000",-118.301341237409801,36.055423716625810,-118.201341237409807,35.955423716625809,"2766"
35874,"2000",-118.201341237409792,36.055423716625810,-118.101341237409798,35.955423716625809,"2767"
35874,"2000",-118.101341237409798,36.055423716625810,-118.001341237409804,35.955423716625809,"2768"
35874,"2000",-118.401341237409795,35.955423716625809,-118.301341237409801,35.855423716625808,"2823"
35874,"2000",-118.301341237409801,35.955423716625809,-118.201341237409807,35.855423716625808,"2824"
35874,"2000",-118.201341237409792,35.955423716625809,-118.101341237409798,35.855423716625808,"2825"
35874,"2000",-118.101341237409798,35.955423716625809,-118.001341237409804,35.855423716625808,"2826"
35874,"2000",-118.301341237409801,35.855423716625808,-118.201341237409807,35.755423716625806,"2882"
35874,"2000",-118.201341237409792,35.855423716625808,-118.101341237409798,35.755423716625806,"2883"
35875,"2000",-118.601341237409798,35.555423716625810,-118.501341237409804,35.455423716625809,"3057"
35875,"2000",-118.501341237409804,35.555423716625810,-118.401341237409810,35.455423716625809,"3058"
35876,"2000",-120.801341237409801,36.355423716625808,-120.701341237409807,36.255423716625806,"2569"
35876,"2000",-120.801341237409801,36.255423716625806,-120.701341237409807,36.155423716625805,"2626"
35877,"2000",-117.701341237409792,33.755423716625806,-117.601341237409798,33.655423716625805,"4109"
35878,"2000",-116.701341237409792,32.855423716625808,-116.601341237409798,32.755423716625806,"4443"
35879,"2000",-117.601341237409798,33.855423716625808,-117.501341237409804,33.755423716625806,"4070"
35880,"2000",-120.601341237409798,36.655423716625805,-120.501341237409804,36.555423716625803,"2403"
35881,"2000",-119.001341237409804,35.755423716625806,-118.901341237409810,35.655423716625805,"2934"
35881,"2000",-119.001341237409804,35.655423716625805,-118.901341237409810,35.555423716625803,"2994"
35882,"2000",-120.201341237409792,35.755423716625806,-120.101341237409798,35.655423716625805,"2922"
35883,"2000",-118.601341237409798,35.355423716625808,-118.501341237409804,35.255423716625806,"3176"
35883,"2000",-118.601341237409798,35.255423716625806,-118.501341237409804,35.155423716625805,"3237"
35888,"2000",-120.901341237409795,41.355423716625808,-120.801341237409801,41.255423716625806,"339"
35889,"2000",-121.401341237409795,42.055423716625810,-121.301341237409801,41.955423716625809,"30"
35889,"2000",-121.401341237409795,41.955423716625809,-121.301341237409801,41.855423716625808,"75"
35890,"2000",-118.501341237409804,35.955423716625809,-118.401341237409810,35.855423716625808,"2822"
35891,"2000",-118.501341237409804,35.855423716625808,-118.401341237409810,35.755423716625806,"2880"
35891,"2000",-118.501341237409804,35.755423716625806,-118.401341237409810,35.655423716625805,"2939"
35892,"2000",-118.501341237409804,35.755423716625806,-118.401341237409810,35.655423716625805,"2939"
35893,"2000",-119.201341237409792,37.955423716625809,-119.101341237409798,37.855423716625808,"1771"
35893,"2000",-119.101341237409798,37.955423716625809,-119.001341237409804,37.855423716625808,"1772"
35894,"2000",-119.901341237409795,37.755423716625806,-119.801341237409801,37.655423716625805,"1856"
35894,"2000",-119.901341237409795,37.655423716625805,-119.801341237409801,37.555423716625803,"1905"
35895,"2000",-119.001341237409804,37.355423716625808,-118.901341237409810,37.255423716625806,"2058"
36192,"2000",-116.501341237409804,32.855423716625808,-116.401341237409810,32.755423716625806,"4445"
36193,"2000",-121.501341237409804,37.055423716625810,-121.401341237409810,36.955423716625809,"2185"
36194,"2000",-121.401341237409795,37.055423716625810,-121.301341237409801,36.955423716625809,"2186"
36195,"2000",-121.701341237409807,37.255423716625806,-121.601341237409812,37.155423716625805,"2081"
36196,"2000",-121.601341237409798,37.755423716625806,-121.501341237409804,37.655423716625805,"1839"
36197,"2000",-121.901341237409795,37.955423716625809,-121.801341237409801,37.855423716625808,"1744"
36197,"2000",-121.801341237409801,37.955423716625809,-121.701341237409807,37.855423716625808,"1745"
36198,"2000",-122.101341237409798,37.655423716625805,-122.001341237409804,37.555423716625803,"1883"
36199,"2000",-122.301341237409801,42.055423716625810,-122.201341237409807,41.955423716625809,"21"
36200,"2000",-122.301341237409801,41.655423716625805,-122.201341237409807,41.555423716625803,"197"
36201,"2000",-122.601341237409798,41.855423716625808,-122.501341237409804,41.755423716625806,"108"
36202,"2000",-122.401341237409795,41.655423716625805,-122.301341237409801,41.555423716625803,"196"
36203,"2000",-122.701341237409807,41.755423716625806,-122.601341237409812,41.655423716625805,"151"
36204,"2000",-122.501341237409804,41.555423716625810,-122.401341237409810,41.455423716625809,"237"
36205,"2000",-122.601341237409798,41.955423716625809,-122.501341237409804,41.855423716625808,"63"
36206,"2000",-122.701341237409807,41.855423716625808,-122.601341237409812,41.755423716625806,"107"
36207,"2000",-123.001341237409804,41.655423716625805,-122.901341237409810,41.555423716625803,"190"
36208,"2000",-122.501341237409804,41.855423716625808,-122.401341237409810,41.755423716625806,"109"
36209,"2000",-118.401341237409795,34.755423716625806,-118.301341237409801,34.655423716625805,"3546"
36210,"2000",-118.801341237409801,34.655423716625805,-118.701341237409807,34.555423716625803,"3605"
36210,"2000",-118.701341237409792,34.655423716625805,-118.601341237409798,34.555423716625803,"3606"
36211,"2000",-118.601341237409798,34.655423716625805,-118.501341237409804,34.555423716625803,"3607"
36211,"2000",-118.601341237409798,34.555423716625810,-118.501341237409804,34.455423716625809,"3671"
36212,"2000",-120.301341237409801,35.855423716625808,-120.201341237409807,35.755423716625806,"2862"
36213,"2000",-120.601341237409798,35.655423716625805,-120.501341237409804,35.555423716625803,"2978"
36214,"2000",-120.301341237409801,35.855423716625808,-120.201341237409807,35.755423716625806,"2862"
36215,"2000",-120.101341237409798,35.455423716625809,-120.001341237409804,35.355423716625808,"3101"
36215,"2000",-120.101341237409798,35.355423716625808,-120.001341237409804,35.255423716625806,"3161"
36216,"2000",-119.801341237409801,37.055423716625810,-119.701341237409807,36.955423716625809,"2202"
36217,"2000",-120.501341237409804,38.355423716625808,-120.401341237409810,38.255423716625806,"1585"
36217,"2000",-120.401341237409795,38.355423716625808,-120.301341237409801,38.255423716625806,"1586"
36218,"2000",-118.901341237409795,36.155423716625805,-118.801341237409801,36.055423716625803,"2702"
36219,"2000",-119.001341237409804,36.155423716625805,-118.901341237409810,36.055423716625803,"2701"
36220,"2000",-119.001341237409804,36.155423716625805,-118.901341237409810,36.055423716625803,"2701"
36220,"2000",-118.901341237409795,36.155423716625805,-118.801341237409801,36.055423716625803,"2702"
36221,"2000",-118.901341237409795,36.155423716625805,-118.801341237409801,36.055423716625803,"2702"
36222,"2000",-119.101341237409798,36.255423716625806,-119.001341237409804,36.155423716625805,"2643"
36370,"2000",-120.901341237409795,35.855423716625808,-120.801341237409801,35.755423716625806,"2856"
36370,"2000",-120.801341237409801,35.855423716625808,-120.701341237409807,35.755423716625806,"2857"
36371,"2000",-120.901341237409795,35.855423716625808,-120.801341237409801,35.755423716625806,"2856"
36371,"2000",-120.801341237409801,35.855423716625808,-120.701341237409807,35.755423716625806,"2857"
36372,"2000",-120.901341237409795,35.855423716625808,-120.801341237409801,35.755423716625806,"2856"
36372,"2000",-120.801341237409801,35.855423716625808,-120.701341237409807,35.755423716625806,"2857"
36373,"2000",-120.801341237409801,35.855423716625808,-120.701341237409807,35.755423716625806,"2857"
36374,"2000",-120.901341237409795,35.855423716625808,-120.801341237409801,35.755423716625806,"2856"
36375,"2000",-120.801341237409801,35.755423716625806,-120.701341237409807,35.655423716625805,"2916"
36376,"2000",-120.801341237409801,35.955423716625809,-120.701341237409807,35.855423716625808,"2799"
36425,"2000",-118.701341237409792,36.255423716625806,-118.601341237409798,36.155423716625805,"2647"
36747,"2000",-118.501341237409804,34.655423716625805,-118.401341237409810,34.555423716625803,"3608"
36932,"2000",-120.701341237409807,34.655423716625805,-120.601341237409812,34.555423716625803,"3586"
37096,"2000",-118.401341237409795,36.955423716625809,-118.301341237409801,36.855423716625808,"2267"
37096,"2000",-118.301341237409801,36.955423716625809,-118.201341237409807,36.855423716625808,"2268"
37097,"2000",-117.901341237409795,34.155423716625805,-117.801341237409801,34.055423716625803,"3914"
37098,"2000",-121.401341237409795,40.155423716625805,-121.301341237409801,40.055423716625803,"860"
37098,"2000",-121.301341237409801,40.155423716625805,-121.201341237409807,40.055423716625803,"861"
37098,"2000",-121.501341237409804,40.055423716625810,-121.401341237409810,39.955423716625809,"901"
37098,"2000",-121.401341237409795,40.055423716625810,-121.301341237409801,39.955423716625809,"902"
37098,"2000",-121.301341237409801,40.055423716625810,-121.201341237409807,39.955423716625809,"903"
37098,"2000",-121.201341237409807,40.055423716625810,-121.101341237409812,39.955423716625809,"904"
37098,"2000",-121.401341237409795,39.955423716625809,-121.301341237409801,39.855423716625808,"943"
37098,"2000",-121.301341237409801,39.955423716625809,-121.201341237409807,39.855423716625808,"944"
37957,"2000",-119.801341237409801,38.455423716625809,-119.701341237409807,38.355423716625808,"1551"
37991,"2000",-120.201341237409792,38.055423716625810,-120.101341237409798,37.955423716625809,"1716"
39991,"2000",-118.601341237409798,36.855423716625808,-118.501341237409804,36.755423716625806,"2316"
40078,"2000",-119.501341237409804,37.855423716625808,-119.401341237409810,37.755423716625806,"1814"
40088,"2000",-122.601341237409798,37.855423716625808,-122.501341237409804,37.755423716625806,"1783"
40157,"2000",-118.801341237409801,36.455423716625809,-118.701341237409807,36.355423716625808,"2532"
40313,"2000",-117.201341237409792,36.155423716625805,-117.101341237409798,36.055423716625803,"2719"
40313,"2000",-117.101341237409798,36.155423716625805,-117.001341237409804,36.055423716625803,"2720"
40313,"2000",-117.201341237409792,36.055423716625810,-117.101341237409798,35.955423716625809,"2777"
40313,"2000",-117.101341237409798,36.055423716625810,-117.001341237409804,35.955423716625809,"2778"
27469,"2001",-122.501341237409804,40.055423716625810,-122.401341237409810,39.955423716625809,"891"
27470,"2001",-122.301341237409801,39.555423716625810,-122.201341237409807,39.455423716625809,"1091"
27928,"2001",-122.301341237409801,39.955423716625809,-122.201341237409807,39.855423716625808,"934"
27929,"2001",-122.401341237409795,40.155423716625805,-122.301341237409801,40.055423716625803,"850"
27930,"2001",-122.201341237409807,40.255423716625806,-122.101341237409812,40.155423716625805,"810"
27931,"2001",-121.001341237409804,38.555423716625810,-120.901341237409810,38.455423716625809,"1498"
27932,"2001",-121.001341237409804,38.555423716625810,-120.901341237409810,38.455423716625809,"1498"
27933,"2001",-121.001341237409804,38.355423716625808,-120.901341237409810,38.255423716625806,"1580"
27933,"2001",-121.001341237409804,38.255423716625806,-120.901341237409810,38.155423716625805,"1621"
27934,"2001",-121.001341237409804,38.655423716625805,-120.901341237409810,38.555423716625803,"1458"
27935,"2001",-121.101341237409798,38.655423716625805,-121.001341237409804,38.555423716625803,"1457"
27936,"2001",-121.101341237409798,38.755423716625806,-121.001341237409804,38.655423716625805,"1417"
27937,"2001",-121.101341237409798,38.755423716625806,-121.001341237409804,38.655423716625805,"1417"
27939,"2001",-121.001341237409804,38.355423716625808,-120.901341237409810,38.255423716625806,"1580"
28480,"2001",-122.601341237409798,39.955423716625809,-122.501341237409804,39.855423716625808,"931"
28481,"2001",-122.401341237409795,40.155423716625805,-122.301341237409801,40.055423716625803,"850"
28482,"2001",-122.701341237409807,38.255423716625806,-122.601341237409812,38.155423716625805,"1604"
28486,"2001",-122.501341237409804,38.055423716625810,-122.401341237409810,37.955423716625809,"1693"
28487,"2001",-122.801341237409801,38.155423716625805,-122.701341237409807,38.055423716625803,"1646"
28488,"2001",-122.901341237409810,38.155423716625805,-122.801341237409801,38.055423716625803,"1645"
28489,"2001",-121.501341237409804,39.855423716625808,-121.401341237409810,39.755423716625806,"982"
28489,"2001",-121.501341237409804,39.755423716625806,-121.401341237409810,39.655423716625805,"1021"
28490,"2001",-121.701341237409807,39.555423716625810,-121.601341237409812,39.455423716625809,"1097"
28490,"2001",-121.601341237409798,39.555423716625810,-121.501341237409804,39.455423716625809,"1098"
28753,"2001",-121.101341237409798,38.555423716625810,-121.001341237409804,38.455423716625809,"1497"
28754,"2001",-120.801341237409801,38.655423716625805,-120.701341237409807,38.555423716625803,"1460"
28755,"2001",-121.201341237409807,38.355423716625808,-121.101341237409812,38.255423716625806,"1578"
28756,"2001",-120.901341237409795,38.855423716625808,-120.801341237409801,38.755423716625806,"1379"
28757,"2001",-121.201341237409807,38.555423716625810,-121.101341237409812,38.455423716625809,"1496"
28757,"2001",-121.101341237409798,38.555423716625810,-121.001341237409804,38.455423716625809,"1497"
28758,"2001",-121.101341237409798,38.555423716625810,-121.001341237409804,38.455423716625809,"1497"
28759,"2001",-122.401341237409795,41.455423716625809,-122.301341237409801,41.355423716625808,"281"
28760,"2001",-122.601341237409798,41.855423716625808,-122.501341237409804,41.755423716625806,"108"
28761,"2001",-122.501341237409804,41.755423716625806,-122.401341237409810,41.655423716625805,"153"
28762,"2001",-122.701341237409807,41.755423716625806,-122.601341237409812,41.655423716625805,"151"
28762,"2001",-122.601341237409798,41.755423716625806,-122.501341237409804,41.655423716625805,"152"
28783,"2001",-119.401341237409795,37.255423716625806,-119.301341237409801,37.155423716625805,"2104"
28783,"2001",-119.301341237409801,37.255423716625806,-119.201341237409807,37.155423716625805,"2105"
30292,"2001",-120.001341237409804,37.655423716625805,-119.901341237409810,37.555423716625803,"1904"
30917,"2001",-118.901341237409795,34.355423716625808,-118.801341237409801,34.255423716625806,"3787"
30918,"2001",-119.301341237409801,34.455423716625809,-119.201341237409807,34.355423716625808,"3727"
32303,"2001",-122.701341237409807,40.755423716625806,-122.601341237409812,40.655423716625805,"580"
32304,"2001",-123.001341237409804,40.755423716625806,-122.901341237409810,40.655423716625805,"577"
32305,"2001",-122.401341237409795,40.755423716625806,-122.301341237409801,40.655423716625805,"583"
32306,"2001",-122.901341237409810,40.455423716625809,-122.801341237409801,40.355423716625808,"713"
32307,"2001",-120.801341237409801,41.355423716625808,-120.701341237409807,41.255423716625806,"340"
32307,"2001",-120.801341237409801,41.255423716625806,-120.701341237409807,41.155423716625805,"383"
32308,"2001",-120.801341237409801,40.855423716625808,-120.701341237409807,40.755423716625806,"555"
32309,"2001",-120.801341237409801,40.455423716625809,-120.701341237409807,40.355423716625808,"734"
32309,"2001",-120.701341237409807,40.455423716625809,-120.601341237409812,40.355423716625808,"735"
32311,"2001",-121.201341237409807,36.855423716625808,-121.101341237409812,36.755423716625806,"2290"
32311,"2001",-121.201341237409807,36.755423716625806,-121.101341237409812,36.655423716625805,"2343"
32312,"2001",-119.001341237409804,35.955423716625809,-118.901341237409810,35.855423716625808,"2817"
32313,"2001",-120.901341237409795,35.855423716625808,-120.801341237409801,35.755423716625806,"2856"
32313,"2001",-120.801341237409801,35.855423716625808,-120.701341237409807,35.755423716625806,"2857"
32314,"2001",-120.801341237409801,38.255423716625806,-120.701341237409807,38.155423716625805,"1623"
32315,"2001",-120.301341237409801,37.855423716625808,-120.201341237409807,37.755423716625806,"1806"
32315,"2001",-120.201341237409792,37.855423716625808,-120.101341237409798,37.755423716625806,"1807"
32315,"2001",-120.301341237409801,37.755423716625806,-120.201341237409807,37.655423716625805,"1852"
32316,"2001",-120.701341237409807,38.255423716625806,-120.601341237409812,38.155423716625805,"1624"
